ISOCode,Year,NetElectricityImports,NetElectricityImportsAsShareOfDemand
CAF,2017,0.0,0.0
CAF,2018,0.0,0.0
CAF,2019,0.0,0.0
CAF,2020,0.0,0.0
CAF,2021,0.0,0.0
TCD,2000,0.0,0.0
TCD,2001,0.0,0.0
TCD,2002,0.0,0.0
TCD,2003,0.0,0.0
TCD,2004,0.0,0.0
TCD,2005,0.0,0.0
TCD,2006,0.0,0.0
TCD,2007,0.0,0.0
TCD,2008,0.0,0.0
TCD,2009,0.0,0.0
TCD,2010,0.0,0.0
TCD,2011,0.0,0.0
TCD,2012,0.0,0.0
TCD,2013,0.0,0.0
TCD,2014,0.0,0.0
TCD,2015,0.0,0.0
TCD,2016,0.0,0.0
TCD,2017,0.0,0.0
TCD,2018,0.0,0.0
TCD,2019,0.0,0.0
TCD,2020,0.0,0.0
TCD,2021,0.0,0.0
CHL,2000,1.19,2.9683216
CHL,2001,1.35,3.2165833
CHL,2002,1.8,4.0751643
CHL,2003,1.7,3.6293766
CHL,2004,1.9,3.7579112
CHL,2005,2.15,4.074285
CHL,2006,2.29,4.0995345
CHL,2007,1.63,2.8293698
CHL,2008,1.15,1.9993045
CHL,2009,1.35,2.325982
CHL,2010,0.96,1.621074
CHL,2011,0.73,1.1629759
CHL,2012,0.0,0.0
CHL,2013,0.0,0.0
CHL,2014,0.0,0.0
CHL,2015,0.0,0.0
CHL,2016,0.0,0.0
CHL,2017,-0.04,-0.05392289
CHL,2018,0.0,0.0
CHL,2019,0.0,0.0
CHL,2020,0.0,0.0
CHL,2021,0.0,0.0
CHL,2022,0.0,0.0
CHN,2000,-8.75,-0.64966404
CHN,2001,-8.6,-0.5841638
CHN,2002,-8.4,-0.510449
CHN,2003,-7.36,-0.38671306
CHN,2004,-6.08,-0.27671203
CHN,2005,-6.18,-0.24778675
CHN,2006,-6.88,-0.24065705
CHN,2007,-10.31,-0.31517196
CHN,2008,-12.8,-0.3675035
CHN,2009,-11.38,-0.3072968
CHN,2010,-13.51,-0.32215375
CHN,2011,-12.74,-0.27104768
CHN,2012,-10.78,-0.2166068
CHN,2013,-11.23,-0.20718029
CHN,2014,-11.41,-0.19730107
CHN,2015,-12.44,-0.21440364
CHN,2016,-12.72,-0.2078282
CHN,2017,-13.05,-0.19798554
CHN,2018,-15.22,-0.21283975
CHN,2019,-16.8,-0.22440001
CHN,2020,-17.04,-0.21953022
CHN,2021,-17.7,-0.20783041
CHN,2022,-17.7,-0.20042963
COL,2000,0.06,0.14204545
COL,2001,-0.17,-0.40189126
COL,2002,-0.61,-1.4032665
COL,2003,-1.11,-2.4949427
COL,2004,-1.63,-3.4570518
COL,2005,-1.74,-3.6554623
COL,2006,-1.79,-3.513938
COL,2007,-0.84,-1.5742129
COL,2008,-1.4,-2.613403
COL,2009,-1.06,-1.9346595
COL,2010,-0.79,-1.4150099
COL,2011,-1.53,-2.6659696
COL,2012,-0.71,-1.186894
COL,2013,-1.35,-1.9057031
COL,2014,-0.8,-1.1718179
COL,2015,-0.41,-0.5408258
COL,2016,0.33,0.4406463
COL,2017,0.07,0.09027599
COL,2018,0.11,0.13873124
COL,2019,1.76,2.2027533
COL,2020,1.05,1.3428826
COL,2021,0.46,0.5653189
COL,2022,0.46,0.5413038
COM,2000,0.0,0.0
COM,2001,0.0,0.0
COM,2002,0.0,0.0
COM,2003,0.0,0.0
COM,2004,0.0,0.0
COM,2005,0.0,0.0
COM,2006,0.0,0.0
COM,2007,0.0,0.0
COM,2008,0.0,0.0
COM,2009,0.0,0.0
COM,2010,0.0,0.0
COM,2011,0.0,0.0
COM,2012,0.0,0.0
COM,2013,0.0,0.0
COM,2014,0.0,0.0
COM,2015,0.0,0.0
COM,2016,0.0,0.0
COM,2017,0.0,0.0
COM,2018,0.0,0.0
COM,2019,0.0,0.0
COM,2020,0.0,0.0
COM,2021,0.0,0.0
COG,2000,0.26,47.272728
COG,2001,0.25,43.10345
COG,2002,0.4,50.63291
COG,2003,0.36,47.368423
COG,2004,0.4,50.63291
COG,2005,0.42,50.0
COG,2006,0.41,48.235294
COG,2007,0.45,52.941174
COG,2008,0.44,47.826088
COG,2009,0.44,45.833336
COG,2010,0.28,26.923079
COG,2011,0.03,2.3622048
COG,2012,0.03,1.7964072
COG,2013,0.04,2.3668637
COG,2014,0.0,0.0
COG,2015,-0.02,-0.75471693
COG,2016,0.0,0.0
COG,2017,0.0,0.0
COG,2018,0.0,0.0
COG,2019,-0.02,-0.5494505
COG,2020,0.0,0.0
COG,2021,0.0,0.0
COK,2000,0.0,0.0
COK,2001,0.0,0.0
COK,2002,0.0,0.0
COK,2003,0.0,0.0
COK,2004,0.0,0.0
COK,2005,0.0,0.0
COK,2006,0.0,0.0
COK,2007,0.0,0.0
COK,2008,0.0,0.0
COK,2009,0.0,0.0
COK,2010,0.0,0.0
COK,2011,0.0,0.0
COK,2012,0.0,0.0
COK,2013,0.0,0.0
COK,2014,0.0,0.0
COK,2015,0.0,0.0
COK,2016,0.0,0.0
COK,2017,0.0,0.0
COK,2018,0.0,0.0
COK,2019,0.0,0.0
COK,2020,0.0,0.0
COK,2021,0.0,0.0
CRI,2000,-0.47,-7.366771
CRI,2001,-0.25,-3.7650604
CRI,2002,-0.44,-6.303725
CRI,2003,-0.17,-2.3876405
CRI,2004,-0.24,-3.1047866
CRI,2005,0.01,0.12239902
CRI,2006,0.09,1.0380623
CRI,2007,0.16,1.760176
CRI,2008,-0.07,-0.7534984
CRI,2009,0.02,0.21668473
CRI,2010,0.03,0.31578946
CRI,2011,-0.04,-0.41407868
CRI,2012,0.02,0.1984127
CRI,2013,0.05,0.4916421
CRI,2014,0.2,1.9398642
CRI,2015,-0.11,-1.0328639
CRI,2016,-0.34,-3.2350142
CRI,2017,-0.71,-6.7234845
CRI,2018,-0.75,-7.022472
CRI,2019,-0.37,-3.3453887
CRI,2020,-1.12,-10.54614
CRI,2021,-1.0,-8.53971
CRI,2022,-0.68,-5.6903768
CIV,2000,-1.24,-36.904762
CIV,2001,-1.16,-32.954544
CIV,2002,-1.57,-44.985672
CIV,2003,-1.33,-37.57062
CIV,2004,-1.41,-37.5
CIV,2005,-1.4,-35.805626
CIV,2006,-1.07,-25.355453
CIV,2007,-0.77,-17.11111
CIV,2008,-0.6,-12.396694
CIV,2009,-0.48,-9.448819
CIV,2010,-0.35,-6.6413665
CIV,2011,-0.59,-11.389961
CIV,2012,-0.59,-9.78441
CIV,2013,-0.82,-12.852664
CIV,2014,-0.88,-12.680115
CIV,2015,-0.85,-11.627907
CIV,2016,-1.23,-15.953307
CIV,2017,-1.84,-22.330097
CIV,2018,-1.05,-12.352941
CIV,2019,-1.18,-13.348415
CIV,2020,-1.25,-13.412018
CIV,2021,-1.27,-13.0793
HRV,1990,6.88,43.710293
HRV,1991,5.11,37.29927
HRV,1992,2.78,23.801369
HRV,1993,2.12,18.135159
HRV,1994,3.06,25.866442
HRV,1995,3.08,24.93927
HRV,1996,1.69,13.141524
HRV,1997,3.38,24.83468
HRV,1998,2.79,19.592697
HRV,1999,1.62,11.09589
HRV,2000,3.42,23.297003
HRV,2001,2.52,16.48136
HRV,2002,3.04,19.301588
HRV,2003,3.31,20.060606
HRV,2004,3.0,17.76199
HRV,2005,4.41,25.243275
HRV,2006,5.0,27.901785
HRV,2007,5.9,31.99566
HRV,2008,6.01,31.985096
HRV,2009,5.0,27.247955
HRV,2010,3.97,21.162046
HRV,2011,7.15,38.90098
HRV,2012,7.43,41.231964
HRV,2013,3.87,21.717173
HRV,2014,3.95,22.714205
HRV,2015,6.79,37.63858
HRV,2016,5.53,30.46832
HRV,2017,6.95,37.086445
HRV,2018,5.39,28.458288
HRV,2019,6.13,32.623734
HRV,2020,4.64,25.950785
HRV,2021,3.96,20.754717
HRV,2022,4.69,24.920298
CUB,2000,0.0,0.0
CUB,2001,0.0,0.0
CUB,2002,0.0,0.0
CUB,2003,0.0,0.0
CUB,2004,0.0,0.0
CUB,2005,0.0,0.0
CUB,2006,0.0,0.0
CUB,2007,0.0,0.0
CUB,2008,0.0,0.0
CUB,2009,0.0,0.0
CUB,2010,0.0,0.0
CUB,2011,0.0,0.0
CUB,2012,0.0,0.0
CUB,2013,0.0,0.0
CUB,2014,0.0,0.0
CUB,2015,0.0,0.0
CUB,2016,0.0,0.0
CUB,2017,0.0,0.0
CUB,2018,0.0,0.0
CUB,2019,0.0,0.0
CUB,2020,0.0,0.0
CUB,2021,0.0,0.0
CYP,1990,0.0,0.0
CYP,1991,0.0,0.0
CYP,1992,0.0,0.0
CYP,1993,0.0,0.0
CYP,1994,0.0,0.0
CYP,1995,0.0,0.0
CYP,1996,0.0,0.0
CYP,1997,0.0,0.0
CYP,1998,0.0,0.0
CYP,1999,0.0,0.0
CYP,2000,0.0,0.0
CYP,2001,0.0,0.0
CYP,2002,0.0,0.0
CYP,2003,0.0,0.0
CYP,2004,0.0,0.0
CYP,2005,0.0,0.0
CYP,2006,0.0,0.0
CYP,2007,0.0,0.0
CYP,2008,0.0,0.0
CYP,2009,0.0,0.0
CYP,2010,0.0,0.0
CYP,2011,0.0,0.0
CYP,2012,0.0,0.0
CYP,2013,0.0,0.0
CYP,2014,0.0,0.0
CYP,2015,0.0,0.0
CYP,2016,0.0,0.0
CYP,2017,0.0,0.0
CYP,2018,0.0,0.0
CYP,2019,0.0,0.0
CYP,2020,0.0,0.0
CYP,2021,0.0,0.0
CYP,2022,0.0,0.0
CZE,1990,-0.69,-1.1204937
CZE,1991,-2.53,-4.3794355
CZE,1992,-3.04,-5.4276023
CZE,1993,-2.1,-3.7122147
CZE,1994,-0.45,-0.77653146
CZE,1995,0.42,0.6885246
CZE,1996,0.0,0.0
CZE,1997,-1.19,-1.8882896
CZE,1998,-2.46,-3.957529
CZE,1999,-3.28,-5.386763
CZE,2000,-10.02,-15.935115
CZE,2001,-9.54,-14.7495365
CZE,2002,-11.39,-17.628849
CZE,2003,-16.21,-24.346647
CZE,2004,-15.72,-23.093874
CZE,2005,-12.63,-18.225107
CZE,2006,-12.63,-17.78122
CZE,2007,-16.15,-22.549566
CZE,2008,-11.47,-15.972706
CZE,2009,-13.64,-20.058823
CZE,2010,-14.95,-21.269028
CZE,2011,-17.04,-24.472214
CZE,2012,-17.12,-24.63664
CZE,2013,-16.89,-24.460535
CZE,2014,-16.3,-23.722893
CZE,2015,-12.51,-17.868876
CZE,2016,-10.97,-15.442004
CZE,2017,-13.04,-17.926863
CZE,2018,-13.91,-19.067856
CZE,2019,-13.1,-18.026697
CZE,2020,-10.15,-14.499999
CZE,2021,-11.08,-15.2512045
CZE,2022,-13.53,-18.93632
COD,2000,-1.23,-26.114649
COD,2001,-1.19,-25.211866
COD,2002,-1.31,-27.578947
COD,2003,-1.33,-27.824266
COD,2004,-1.39,-24.689165
COD,2005,-1.66,-29.276896
COD,2006,-1.31,-21.266233
COD,2007,-1.33,-20.652174
COD,2008,-0.59,-8.600582
COD,2009,-0.78,-11.190818
COD,2010,-0.75,-10.608204
COD,2011,-0.13,-1.6927084
COD,2012,0.58,7.1604934
COD,2013,0.58,6.6361556
COD,2014,1.07,10.907238
COD,2015,-0.4,-4.7393365
COD,2016,-0.4,-4.6403713
COD,2017,0.61,6.0756974
COD,2018,0.09,0.8522727
COD,2019,0.14,1.2477719
COD,2020,0.24,1.968827
COD,2021,0.19,1.6918968
DNK,1990,7.05,21.344233
DNK,1991,-1.97,-5.6985826
DNK,1992,3.75,10.869565
DNK,1993,1.18,3.3560863
DNK,1994,-4.84,-13.542249
DNK,1995,-0.79,-2.1974964
DNK,1996,-15.4,-40.356396
DNK,1997,-7.25,-19.57872
DNK,1998,-4.32,-11.751905
DNK,1999,-2.31,-6.3149257
DNK,2000,0.66,1.8003273
DNK,2001,-0.57,-1.5343202
DNK,2002,-2.07,-5.5630207
DNK,2003,-8.55,-22.733315
DNK,2004,-2.87,-7.641107
DNK,2005,1.37,3.6436172
DNK,2006,-6.93,-17.92087
DNK,2007,-0.95,-2.476538
DNK,2008,1.45,3.8087733
DNK,2009,0.33,0.8986928
DNK,2010,-1.14,-3.0214684
DNK,2011,1.32,3.6124794
DNK,2012,5.21,14.508493
DNK,2013,1.08,3.0150757
DNK,2014,2.85,8.133561
DNK,2015,5.91,16.96326
DNK,2016,5.06,14.209492
DNK,2017,4.56,12.812588
DNK,2018,5.22,14.671163
DNK,2019,5.81,16.449604
DNK,2020,6.88,19.320415
DNK,2021,4.87,12.839441
DNK,2022,1.36,3.8010063
DJI,2000,0.0,0.0
DJI,2001,0.0,0.0
DJI,2002,0.0,0.0
DJI,2003,0.0,0.0
DJI,2004,0.0,0.0
DJI,2005,0.0,0.0
DJI,2006,0.0,0.0
DJI,2007,0.0,0.0
DJI,2008,0.0,0.0
DJI,2009,0.0,0.0
DJI,2010,0.0,0.0
DJI,2011,0.0,0.0
DJI,2012,0.0,0.0
DJI,2013,0.0,0.0
DJI,2014,0.34,79.06976
DJI,2015,0.31,64.583336
DJI,2016,0.45,84.90566
DJI,2017,0.51,89.47369
DJI,2018,0.53,91.3793
DJI,2019,0.53,89.830505
DJI,2020,0.53,91.3793
DJI,2021,0.53,89.830505
DMA,2000,0.0,0.0
DMA,2001,0.0,0.0
DMA,2002,0.0,0.0
DMA,2003,0.0,0.0
DMA,2004,0.0,0.0
DMA,2005,0.0,0.0
DMA,2006,0.0,0.0
DMA,2007,0.0,0.0
DMA,2008,0.0,0.0
DMA,2009,0.0,0.0
DMA,2010,0.0,0.0
DMA,2011,0.0,0.0
DMA,2012,0.0,0.0
DMA,2013,0.0,0.0
DMA,2014,0.0,0.0
DMA,2015,0.0,0.0
DMA,2016,0.0,0.0
DMA,2017,0.0,0.0
DMA,2018,0.0,0.0
DMA,2019,0.0,0.0
DMA,2020,0.0,0.0
DMA,2021,0.0,0.0
DOM,2000,0.0,0.0
DOM,2001,0.0,0.0
DOM,2002,0.0,0.0
DOM,2003,0.0,0.0
DOM,2004,0.0,0.0
DOM,2005,0.0,0.0
DOM,2006,0.0,0.0
DOM,2007,0.0,0.0
DOM,2008,0.0,0.0
DOM,2009,0.0,0.0
DOM,2010,0.0,0.0
DOM,2011,0.0,0.0
DOM,2012,0.0,0.0
DOM,2013,0.0,0.0
DOM,2014,0.0,0.0
DOM,2015,0.0,0.0
DOM,2016,0.0,0.0
DOM,2017,0.0,0.0
DOM,2018,0.0,0.0
DOM,2019,0.0,0.0
DOM,2020,0.0,0.0
DOM,2021,0.0,0.0
TLS,2003,0.0,0.0
TLS,2004,0.0,0.0
TLS,2005,0.0,0.0
TLS,2006,0.0,0.0
TLS,2007,0.0,0.0
TLS,2008,0.0,0.0
TLS,2009,0.0,0.0
TLS,2010,0.0,0.0
TLS,2011,0.0,0.0
TLS,2012,0.0,0.0
TLS,2013,0.0,0.0
TLS,2014,0.0,0.0
TLS,2015,0.0,0.0
TLS,2016,0.0,0.0
TLS,2017,0.0,0.0
TLS,2018,0.0,0.0
TLS,2019,0.0,0.0
TLS,2020,0.0,0.0
TLS,2021,0.0,0.0
ECU,2000,0.02,0.19267823
ECU,2001,0.03,0.27855152
ECU,2002,0.05,0.43066323
ECU,2003,1.05,8.564436
ECU,2004,1.61,10.952381
ECU,2005,1.71,12.337663
ECU,2006,1.57,10.404242
ECU,2007,0.82,4.709937
ECU,2008,0.46,2.4572651
ECU,2009,1.1,5.7803464
ECU,2010,0.86,4.378819
ECU,2011,1.28,6.0520096
ECU,2012,0.23,1.0300045
ECU,2013,0.63,2.7308192
ECU,2014,0.79,3.2590759
ECU,2015,0.47,1.8402505
ECU,2016,-0.32,-1.1926948
ECU,2017,-0.19,-0.68716097
ECU,2018,-0.15,-0.51939064
ECU,2019,-1.82,-5.9711285
ECU,2020,-1.09,-3.6092715
ECU,2021,-1.09,-3.4891164
ECU,2022,-0.99,-3.082192
EGY,2000,-0.15,-0.20182994
EGY,2001,-0.24,-0.30329838
EGY,2002,-0.73,-0.86822075
EGY,2003,-0.89,-0.99341446
EGY,2004,-0.7,-0.73290753
EGY,2005,-0.78,-0.7618676
EGY,2006,-0.35,-0.32065964
EGY,2007,-0.56,-0.4736931
EGY,2008,-0.9,-0.7293946
EGY,2009,-0.94,-0.71903926
EGY,2010,-1.44,-0.9064585
EGY,2011,-1.58,-1.0160772
EGY,2012,-0.4,-0.24390244
EGY,2013,-0.4,-0.23833641
EGY,2014,-0.68,-0.3894393
EGY,2015,-0.69,-0.37170714
EGY,2016,-0.27,-0.14262322
EGY,2017,-0.34,-0.17302799
EGY,2018,-0.57,-0.2863602
EGY,2019,-0.79,-0.40759465
EGY,2020,-0.82,-0.4350825
EGY,2021,-0.82,-0.4070691
EGY,2022,-0.82,-0.39560017
SLV,2000,0.79,17.477877
SLV,2001,0.66,14.831461
SLV,2002,0.38,8.735632
SLV,2003,0.33,7.173913
SLV,2004,0.38,8.033827
SLV,2005,0.28,5.6112227
SLV,2006,0.0,0.0
SLV,2007,0.03,0.5226481
SLV,2008,-0.01,-0.16750419
SLV,2009,0.13,2.1775546
SLV,2010,0.09,1.4827018
SLV,2011,0.11,1.7713366
SLV,2012,0.09,1.4195583
SLV,2013,0.19,2.9457364
SLV,2014,0.38,5.7401814
SLV,2015,0.9,13.024602
SLV,2016,0.99,14.122682
SLV,2017,1.59,22.457628
SLV,2018,1.76,24.823694
SLV,2019,1.29,17.695473
SLV,2020,0.64,9.275362
SLV,2021,0.66,9.141274
SLV,2022,0.66,7.971015
GNQ,2000,0.0,0.0
GNQ,2001,0.0,0.0
GNQ,2002,0.0,0.0
GNQ,2003,0.0,0.0
GNQ,2004,0.0,0.0
GNQ,2005,0.0,0.0
GNQ,2006,0.0,0.0
GNQ,2007,0.0,0.0
GNQ,2008,0.0,0.0
GNQ,2009,0.0,0.0
GNQ,2010,0.0,0.0
GNQ,2011,0.0,0.0
GNQ,2012,0.0,0.0
GNQ,2013,0.0,0.0
GNQ,2014,0.0,0.0
GNQ,2015,0.0,0.0
GNQ,2016,0.0,0.0
GNQ,2017,0.0,0.0
GNQ,2018,0.0,0.0
GNQ,2019,0.0,0.0
GNQ,2020,0.0,0.0
GNQ,2021,0.0,0.0
ERI,2000,0.0,0.0
ERI,2001,0.0,0.0
ERI,2002,0.0,0.0
ERI,2003,0.0,0.0
ERI,2004,0.0,0.0
ERI,2005,0.0,0.0
ERI,2006,0.0,0.0
ERI,2007,0.0,0.0
ERI,2008,0.0,0.0
ERI,2009,0.0,0.0
ERI,2010,0.0,0.0
ERI,2011,0.0,0.0
ERI,2012,0.0,0.0
ERI,2013,0.0,0.0
ERI,2014,0.0,0.0
ERI,2015,0.0,0.0
ERI,2016,0.0,0.0
ERI,2017,0.0,0.0
ERI,2018,0.0,0.0
ERI,2019,0.0,0.0
ERI,2020,0.0,0.0
ERI,2021,0.0,0.0
EST,1990,-7.0,-68.762276
EST,1991,-4.77,-48.377285
EST,1992,-3.24,-37.718277
EST,1993,-1.6,-21.276596
EST,1994,-1.19,-14.94975
EST,1995,-0.76,-9.583859
EST,1996,-0.86,-10.449575
EST,1997,-0.97,-11.757576
EST,1998,-0.39,-4.797048
EST,1999,-0.6,-7.8328986
EST,2000,-0.93,-12.26913
EST,2001,-0.62,-7.878018
EST,2002,-0.69,-8.801021
EST,2003,-1.9,-23.00242
EST,2004,-1.79,-21.009388
EST,2005,-1.61,-18.742723
EST,2006,-0.75,-8.351893
EST,2007,-2.42,-24.795082
EST,2008,-0.94,-9.751037
EST,2009,0.08,0.90293455
EST,2010,-3.25,-33.436214
EST,2011,-3.56,-38.156487
EST,2012,-2.24,-23.045267
EST,2013,-3.59,-37.048504
EST,2014,-2.75,-28.350515
EST,2015,-0.92,-9.967498
EST,2016,-2.04,-20.138203
EST,2017,-2.73,-26.174496
EST,2018,-1.9,-18.147087
EST,2019,2.16,22.108496
EST,2020,3.64,37.44856
EST,2021,2.63,26.782078
EST,2022,1.01,10.699153
SWZ,2000,0.62,50.4065
SWZ,2001,0.64,50.3937
SWZ,2002,0.8,55.172413
SWZ,2003,0.8,58.82353
SWZ,2004,0.7,56.91057
SWZ,2005,0.86,58.90411
SWZ,2006,0.94,61.038963
SWZ,2007,0.98,60.869564
SWZ,2008,0.92,60.526318
SWZ,2009,0.91,59.09091
SWZ,2010,0.81,55.86207
SWZ,2011,0.81,53.289474
SWZ,2012,0.82,52.564106
SWZ,2013,0.86,51.497005
SWZ,2014,0.98,60.1227
SWZ,2015,1.08,66.257675
SWZ,2016,1.06,65.43209
SWZ,2017,1.02,60.355026
SWZ,2018,0.94,55.6213
SWZ,2019,1.04,59.42857
SWZ,2020,0.91,55.151516
SWZ,2021,0.92,55.421688
ETH,2000,0.0,0.0
ETH,2001,0.0,0.0
ETH,2002,0.0,0.0
ETH,2003,0.0,0.0
ETH,2004,0.0,0.0
ETH,2005,0.0,0.0
ETH,2006,0.0,0.0
ETH,2007,0.0,0.0
ETH,2008,0.0,0.0
ETH,2009,0.0,0.0
ETH,2010,0.0,0.0
ETH,2011,-0.33,-5.509182
ETH,2012,-0.56,-8.011445
ETH,2013,-0.64,-7.9701123
ETH,2014,-0.76,-8.725603
ETH,2015,-0.7,-7.2239428
ETH,2016,-1.3,-11.638317
ETH,2017,-1.43,-12.222222
ETH,2018,-1.0,-7.8186083
ETH,2019,-1.14,-8.708938
ETH,2020,-1.64,-13.026211
ETH,2021,-1.75,-13.523957
FLK,2000,0.0,0.0
FLK,2001,0.0,0.0
FLK,2002,0.0,0.0
FLK,2003,0.0,0.0
FLK,2004,0.0,0.0
FLK,2005,0.0,0.0
FLK,2006,0.0,0.0
FLK,2007,0.0,0.0
FLK,2008,0.0,0.0
FLK,2009,0.0,0.0
FLK,2010,0.0,0.0
FLK,2011,0.0,0.0
FLK,2012,0.0,0.0
FLK,2013,0.0,0.0
FLK,2014,0.0,0.0
FLK,2015,0.0,0.0
FLK,2016,0.0,0.0
FLK,2017,0.0,0.0
FLK,2018,0.0,0.0
FLK,2019,0.0,0.0
FLK,2020,0.0,0.0
FLK,2021,0.0,0.0
FRO,2000,0.0,0.0
FRO,2001,0.0,0.0
FRO,2002,0.0,0.0
FRO,2003,0.0,0.0
FRO,2004,0.0,0.0
FRO,2005,0.0,0.0
FRO,2006,0.0,0.0
FRO,2007,0.0,0.0
FRO,2008,0.0,0.0
FRO,2009,0.0,0.0
FRO,2010,0.0,0.0
FRO,2011,0.0,0.0
FRO,2012,0.0,0.0
FRO,2013,0.0,0.0
FRO,2014,0.0,0.0
FRO,2015,0.0,0.0
FRO,2016,0.0,0.0
FRO,2017,0.0,0.0
FRO,2018,0.0,0.0
FRO,2019,0.0,0.0
FRO,2020,0.0,0.0
FRO,2021,0.0,0.0
FJI,2000,0.0,0.0
FJI,2001,0.0,0.0
FJI,2002,0.0,0.0
FJI,2003,0.0,0.0
FJI,2004,0.0,0.0
FJI,2005,0.0,0.0
FJI,2006,0.0,0.0
FJI,2007,0.0,0.0
FJI,2008,0.0,0.0
FJI,2009,0.0,0.0
FJI,2010,0.0,0.0
FJI,2011,0.0,0.0
FJI,2012,0.0,0.0
FJI,2013,0.0,0.0
FJI,2014,0.0,0.0
FJI,2015,0.0,0.0
FJI,2016,0.0,0.0
FJI,2017,0.0,0.0
FJI,2018,0.0,0.0
FJI,2019,0.0,0.0
FJI,2020,0.0,0.0
FJI,2021,0.0,0.0
FIN,1990,10.64,16.36168
FIN,1991,7.29,11.168991
FIN,1992,8.39,12.689051
FIN,1993,7.58,11.0399065
FIN,1994,6.54,9.060681
FIN,1995,8.41,11.6080065
FIN,1996,3.66,5.010953
FIN,1997,7.65,9.959641
FIN,1998,9.31,11.716588
FIN,1999,11.12,13.79995
FIN,2000,11.88,14.546346
FIN,2001,9.96,11.821959
FIN,2002,11.92,13.756492
FIN,2003,4.85,5.4537277
FIN,2004,4.87,5.383
FIN,2005,17.01,19.475613
FIN,2006,11.4,12.199038
FIN,2007,12.56,13.4360285
FIN,2008,12.77,14.228413
FIN,2009,12.09,14.415166
FIN,2010,10.5,11.558785
FIN,2011,13.85,15.908569
FIN,2012,17.44,19.924597
FIN,2013,15.71,18.122044
FIN,2014,17.97,20.948938
FIN,2015,16.34,19.291618
FIN,2016,18.95,21.674484
FIN,2017,20.43,23.335236
FIN,2018,19.94,22.175268
FIN,2019,20.04,22.664557
FIN,2020,15.1,17.94628
FIN,2021,17.77,19.82374
FIN,2022,12.52,14.698286
FRA,1990,-45.44,-12.2229395
FRA,1991,-52.89,-13.264615
FRA,1992,-53.8,-13.244055
FRA,1993,-61.43,-15.04789
FRA,1994,-63.17,-15.353766
FRA,1995,-69.84,-16.5749
FRA,1996,-68.81,-15.626206
FRA,1997,-65.4,-15.015153
FRA,1998,-57.56,-12.799929
FRA,1999,-63.14,-13.783318
FRA,2000,-69.48,-14.970267
FRA,2001,-68.39,-14.3900175
FRA,2002,-77.03,-16.21377
FRA,2003,-66.41,-13.456668
FRA,2004,-61.91,-12.252612
FRA,2005,-60.33,-11.840323
FRA,2006,-63.34,-12.551024
FRA,2007,-56.81,-11.240602
FRA,2008,-47.99,-9.240219
FRA,2009,-25.93,-5.1522017
FRA,2010,-30.71,-5.7712545
FRA,2011,-56.41,-11.039355
FRA,2012,-44.52,-8.519596
FRA,2013,-48.46,-9.178205
FRA,2014,-67.19,-13.46493
FRA,2015,-64.06,-12.564234
FRA,2016,-41.5,-8.024751
FRA,2017,-40.13,-7.7778854
FRA,2018,-62.97,-12.278205
FRA,2019,-57.67,-11.351245
FRA,2020,-45.04,-9.340329
FRA,2021,-44.89,-8.880492
FRA,2022,15.11,3.1104615
GUF,2000,0.0,0.0
GUF,2001,0.0,0.0
GUF,2002,0.0,0.0
GUF,2003,0.0,0.0
GUF,2004,0.0,0.0
GUF,2005,0.0,0.0
GUF,2006,0.0,0.0
GUF,2007,0.0,0.0
GUF,2008,0.0,0.0
GUF,2009,0.0,0.0
GUF,2010,0.0,0.0
GUF,2011,0.0,0.0
GUF,2012,0.0,0.0
GUF,2013,0.0,0.0
GUF,2014,0.0,0.0
GUF,2015,0.0,0.0
GUF,2016,0.0,0.0
GUF,2017,0.0,0.0
GUF,2018,0.0,0.0
GUF,2019,0.0,0.0
GUF,2020,0.0,0.0
GUF,2021,0.0,0.0
PYF,2000,0.0,0.0
PYF,2001,0.0,0.0
PYF,2002,0.0,0.0
PYF,2003,0.0,0.0
PYF,2004,0.0,0.0
PYF,2005,0.0,0.0
PYF,2006,0.0,0.0
PYF,2007,0.0,0.0
PYF,2008,0.0,0.0
PYF,2009,0.0,0.0
PYF,2010,0.0,0.0
PYF,2011,0.0,0.0
PYF,2012,0.0,0.0
PYF,2013,0.0,0.0
PYF,2014,0.0,0.0
PYF,2015,0.0,0.0
PYF,2016,0.0,0.0
PYF,2017,0.0,0.0
PYF,2018,0.0,0.0
PYF,2019,0.0,0.0
PYF,2020,0.0,0.0
PYF,2021,0.0,0.0
GAB,2000,0.0,0.0
GAB,2001,0.0,0.0
GAB,2002,0.0,0.0
GAB,2003,0.0,0.0
GAB,2004,0.0,0.0
GAB,2005,0.0,0.0
GAB,2006,0.0,0.0
GAB,2007,0.0,0.0
GAB,2008,0.0,0.0
GAB,2009,0.0,0.0
GAB,2010,0.0,0.0
GAB,2011,0.0,0.0
GAB,2012,0.0,0.0
GAB,2013,0.18,8.181818
GAB,2014,0.39,16.883118
GAB,2015,0.34,14.225941
GAB,2016,0.35,13.513514
GAB,2017,0.46,17.35849
GAB,2018,0.51,19.02985
GAB,2019,0.51,18.411552
GAB,2020,0.51,18.819187
GAB,2021,0.55,19.366198
GMB,2000,0.0,0.0
GMB,2001,0.0,0.0
GMB,2002,0.0,0.0
GMB,2003,0.0,0.0
GMB,2004,0.0,0.0
GMB,2005,0.0,0.0
GMB,2006,0.0,0.0
GMB,2007,0.0,0.0
